source_system,org_id_source,org_name,org_type,address_line1,city,state,postal_code,country,updated_at,entity_key
CRM_B,CRM_B_O_ORG_0211_418,Sodhi-Gopal Lab,Lab,"63
Pall",Siliguri,MA,71946,US,2025-11-03T14:33:22,ORG_0211
CRM_B,CRM_B_O_ORG_0211_443,Sodhi-Gopal Lab,Lab,"63
Pall",Siliguri,MA,71946,US,2025-10-19T06:26:06,ORG_0211
CRM_A,CRM_A_O_ORG_0212_645,Virk-Naidu Pharmacy,Pharmacy,"H.No. 728, Karan Road",Loni,NC,88648,US,2025-10-25T02:06:42,ORG_0212
CRM_B,CRM_B_O_ORG_0212_114,Virk-Naidu Pharmacy,Pharmacy,"H.No. 728, Karan Road",Loni,NC,88648,US,2026-01-21T05:32:38,ORG_0212
CRM_A,CRM_A_O_ORG_0213_730,Bala PLC Clinic,Clinic,"92
Munshi Road",Khammam,NJ,99699,US,2025-10-27T20:30:18,ORG_0213
CRM_B,CRM_B_O_ORG_0213_369,Bala PLC Clnc,Clinic,92 Munshi Road,Khammam,NJ,99699,US,2026-01-14T09:44:19,ORG_0213
CRM_A,CRM_A_O_ORG_0214_971,Loke PLC Diagnostic Center,Diagnostic Center,"H.No. 87, Pai Ganj",Dindigul,UP,624787,IN,2026-02-09T07:40:32,ORG_0214
CRM_B,CRM_B_O_ORG_0214_246,Loke PLC Diagnostic Center,Diagnostic Center,H.No. 87 Pai Ganj,Dindigul,UP,624787,IN,2025-11-04T10:25:37,ORG_0214
CRM_A,CRM_A_O_ORG_0215_464,Kara-Mangat Clinic,Clinic,"649
Ramanathan",Ghaziabad,CO,62532,US,2025-12-11T12:37:52,ORG_0215
CRM_B,CRM_B_O_ORG_0215_532,Kara-Mangat Clinic,Clinic,649 Ramanathan,Ghaziabad,CO,62532,US,2025-11-29T17:31:54,ORG_0215
CRM_A,CRM_A_O_ORG_0216_361,Tata-Saxena Pharmacy,Pharmacy,"222
Mohanty Marg",Guwahati,NC,67752,US,2026-01-13T20:20:46,ORG_0216
CRM_B,CRM_B_O_ORG_0216_134,Tata-Saxena Pharmacy,Pharmacy,222 Mohanty Marg,Guwahati,NC,67752,US,2026-01-31T00:07:22,ORG_0216
CRM_A,CRM_A_O_ORG_0217_946,Khurana-Khalsa Pharmacy,Pharmacy,"H.No. 270, Sharma Street",Allahabad,AL,22903,US,2025-11-26T11:15:30,ORG_0217
CRM_B,CRM_B_O_ORG_0217_958,Khurana-Khalsa Pharmacy,Pharmacy,"H.No. 270, Sharma Street",Allahabad,AL,22903,US,2026-01-25T17:14:25,ORG_0217
CRM_B,CRM_B_O_ORG_0217_459,Khurana-Khalsa Pharmacy,Pharmacy,"H.No. 270, Sharma Street",Allahabad,AL,22903,US,2025-12-11T20:21:31,ORG_0217
CRM_A,CRM_A_O_ORG_0218_455,Saini-Singhal Lab,Lab,"93/805
Krishnan Zila",New Delhi,PA,16099,US,2025-11-26T14:41:33,ORG_0218
CRM_B,CRM_B_O_ORG_0218_809,Saini-Singhal Lab,Lab,"93/805
Krishnan Zila",New Delhi,PA,16099,US,2025-10-31T06:42:05,ORG_0218
CRM_A,CRM_A_O_ORG_0219_673,"Purohit, Anne and Dada Lab",Lab,"12/07
Ahuja Path",Nagpur,CO,19023,US,2026-01-01T17:21:32,ORG_0219
CRM_B,CRM_B_O_ORG_0219_459,"Purohit, Anne and Dada Lab",Lab,"12/07
Ahuja Path",Nagpur,CO,19023,US,2025-11-17T06:23:14,ORG_0219
CRM_B,CRM_B_O_ORG_0219_553,"Purohit, Anne and Dada Lab",Lab,"12/07
Ahuja Path",Nagpur,CO,19023,US,2026-02-01T01:16:26,ORG_0219
CRM_A,CRM_A_O_ORG_0220_982,Buch-Pall Clinic,Clinic,"59/39
Dhawan Street",Bardhaman,NC,36842,US,2025-10-18T19:41:15,ORG_0220
CRM_B,CRM_B_O_ORG_0220_768,Buch-Pall Clinic,Clinic,59/39 Dhawan Street,Bardhaman,NC,36842,US,2025-10-28T07:56:55,ORG_0220
CRM_A,CRM_A_O_ORG_0221_847,Parekh-Sarin Hospital,Hospital,"322
Mitter Zila",Parbhani,AL,69910-7817,US,2026-01-01T05:00:20,ORG_0221
CRM_B,CRM_B_O_ORG_0221_238,Parekh-Sarin Hosp,Hospital,"322
Mitter Zila",Parbhani,AL,69910-7817,US,2025-10-16T12:30:50,ORG_0221
CRM_B,CRM_B_O_ORG_0221_982,Parekh-Sarin Hosp,Hospital,"322
Mitter Zila",Parbhani,AL,69910-7817,US,2026-01-03T00:06:02,ORG_0221
CRM_A,CRM_A_O_ORG_0222_704,Gupta PLC Hospital,Hospital,"17/699
Joshi Ganj",Mathura,UP,492789,IN,2025-11-03T09:44:58,ORG_0222
CRM_B,CRM_B_O_ORG_0222_933,Gupta PLC Hospital,Hospital,"17/699
Joshi Ganj",Mathura,UP,492789,IN,2025-12-21T04:18:04,ORG_0222
CRM_A,CRM_A_O_ORG_0223_252,"Buch, Nadig and Saraf Diagnostic Center",Diagnostic Center,"07/05
Pingle Marg",Ahmedabad,PA,79712,US,2025-10-22T09:26:15,ORG_0223
CRM_B,CRM_B_O_ORG_0223_734,"Buch, Nadig and Saraf Diagnostic Center",Diagnostic Center,"07/05
Pingle Marg",Ahmedabad,PA,79712,US,2026-01-29T15:47:01,ORG_0223
CRM_A,CRM_A_O_ORG_0224_241,Joshi-Sabharwal Pharmacy,Pharmacy,"12/874, Thakkar Nagar",Rajkot,FL,13566,US,2025-10-20T19:36:12,ORG_0224
CRM_B,CRM_B_O_ORG_0224_828,Joshi-Sabharwal Pharmacy,Pharmacy,12/874 Thakkar Nagar,Rajkot,FL,13566,US,2026-02-02T13:24:34,ORG_0224
CRM_A,CRM_A_O_ORG_0224_920,Joshi-Sabharwal Pharmacy,Pharmacy,"12/874, Thakkar Nagar",Rajkot,FL,13566,US,2025-11-27T00:04:44,ORG_0224
CRM_A,CRM_A_O_ORG_0225_150,Halder-Bakshi Diagnostic Center,Diagnostic Center,"93/82
Majumdar Zila",Mira-Bhayandar,MH,692840,IN,2025-12-22T15:34:37,ORG_0225
CRM_B,CRM_B_O_ORG_0225_611,Halder-Bakshi Diagnostic Center,Diagnostic Center,"93/82
Majumdar Zila",Mira-Bhayandar,MH,692840,IN,2026-01-19T22:15:53,ORG_0225
CRM_A,CRM_A_O_ORG_0226_594,"Sastry, Venkataraman and Ranganathan Hospital",Hospital,"93/02, Mangat Circle",Karimnagar,PA,82247,US,2025-10-10T15:08:51,ORG_0226
CRM_B,CRM_B_O_ORG_0226_232,"Sastry, Venkataraman and Ranganathan Hosp",Hospital,"93/02, Mangat Circle",Karimnagar,PA,82247,US,2026-01-20T08:33:31,ORG_0226
CRM_B,CRM_B_O_ORG_0226_772,"Sastry, Venkataraman and Ranganathan Hosp",Hospital,"93/02, Mangat Circle",Karimnagar,PA,82247,US,2025-11-22T09:33:18,ORG_0226
CRM_A,CRM_A_O_ORG_0227_167,Borde PLC Diagnostic Center,Diagnostic Center,"H.No. 560
Gupta Circle",Aurangabad,GY,99510,US,2025-10-18T05:54:25,ORG_0227
CRM_B,CRM_B_O_ORG_0227_653,Borde PLC Diagnostic Center,Diagnostic Center,"H.No. 560
Gupta Circle",Aurangabad,GY,99510,US,2025-11-09T04:53:42,ORG_0227
CRM_B,CRM_B_O_ORG_0227_393,Borde PLC Diagnostic Center,Diagnostic Center,"H.No. 560
Gupta Circle",Aurangabad,GY,99510,US,2026-01-01T18:59:58,ORG_0227
CRM_A,CRM_A_O_ORG_0228_850,Doctor Ltd Clinic,Clinic,"H.No. 485
Sama Circle",Firozabad,GA,20322,US,2025-12-23T21:50:13,ORG_0228
CRM_B,CRM_B_O_ORG_0228_423,Doctor Ltd Clinic,Clinic,"H.No. 485
Sama Circle",Firozabad,GA,20322,US,2025-11-01T13:17:34,ORG_0228
CRM_A,CRM_A_O_ORG_0229_605,"Bir, Magar and Magar Clinic",Clinic,"38/65, Sharaf Road",Gaya,DL,917327,IN,2026-01-27T17:41:24,ORG_0229
CRM_B,CRM_B_O_ORG_0229_451,"Bir, Magar and Magar Clinic",Clinic,"38/65, Sharaf Road",Gaya,DL,917327,IN,2026-01-05T20:00:14,ORG_0229
CRM_A,CRM_A_O_ORG_0230_194,Behl-Pradhan Clinic,Clinic,"74/87
Nayar Nagar",Nadiad,DL,605994,IN,2025-12-27T17:41:49,ORG_0230
CRM_B,CRM_B_O_ORG_0230_190,Behl-Pradhan Clinic,Clinic,"74/87
Nayar Nagar",Nadiad,DL,605994,IN,2025-10-11T17:18:39,ORG_0230
CRM_A,CRM_A_O_ORG_0231_211,Kar Inc Clinic,Clinic,"H.No. 60, More",Katni,MH,393768,IN,2026-02-11T18:26:54,ORG_0231
CRM_B,CRM_B_O_ORG_0231_526,Kar Inc Clnc,Clinic,"H.No. 60, More",Katni,MH,393768,IN,2025-11-10T11:32:45,ORG_0231
CRM_A,CRM_A_O_ORG_0232_164,Patel Inc Clinic,Clinic,"350, Rana Marg",Gandhinagar,IL,20742,US,2025-11-16T02:28:54,ORG_0232
CRM_B,CRM_B_O_ORG_0232_287,Patel Inc Clinic,Clinic,"350, Rana Marg",Gandhinagar,IL,20742,US,2025-10-15T03:45:57,ORG_0232
CRM_B,CRM_B_O_ORG_0232_289,Patel Inc Clinic,Clinic,"350, Rana Marg",Gandhinagar,IL,20742,US,2025-12-20T01:31:09,ORG_0232
CRM_A,CRM_A_O_ORG_0233_111,Bhakta-Parsa Clinic,Clinic,"H.No. 90, Patel Circle",Berhampore,CT,26263,US,2025-11-29T05:01:38,ORG_0233
CRM_A,CRM_A_O_ORG_0234_503,Narayan-Sundaram Hospital,Hospital,"93, Char",Morbi,AL,86465,US,2025-12-30T19:00:58,ORG_0234
CRM_B,CRM_B_O_ORG_0234_992,Narayan-Sundaram Hospital,Hospital,"93, Char",Morbi,AL,86465,US,2025-12-25T04:30:32,ORG_0234
CRM_A,CRM_A_O_ORG_0235_166,Kara-Shenoy Pharmacy,Pharmacy,"90/35, Butala Street",Surat,MH,450922,IN,2025-12-18T19:40:57,ORG_0235
CRM_B,CRM_B_O_ORG_0235_578,Kara-Shenoy Pharmacy,Pharmacy,"90/35, Butala Street",Surat,MH,450922,IN,2025-10-07T05:41:57,ORG_0235
CRM_B,CRM_B_O_ORG_0235_170,Kara-Shenoy Pharmacy,Pharmacy,"90/35, Butala Street",Surat,MH,450922,IN,2025-10-25T17:45:11,ORG_0235
CRM_A,CRM_A_O_ORG_0236_583,"Dash, Bala and Devi Diagnostic Center",Diagnostic Center,"47
Morar Zila",Chandrapur,PA,85569,US,2025-10-29T10:17:10,ORG_0236
CRM_B,CRM_B_O_ORG_0236_197,"Dash, Bala and Devi Diagnostic Center",Diagnostic Center,"47
Morar Zila",Chandrapur,PA,85569,US,2026-02-01T08:39:56,ORG_0236
CRM_A,CRM_A_O_ORG_0237_907,"Kari, Ganguly and Buch Pharmacy",Pharmacy,"H.No. 902, Saha Marg",Noida,MA,17455,US,2026-01-21T00:28:10,ORG_0237
CRM_B,CRM_B_O_ORG_0237_896,"Kari, Ganguly and Buch Pharmacy",Pharmacy,H.No. 902 Saha Marg,Noida,MA,17455,US,2025-10-25T06:51:36,ORG_0237
CRM_A,CRM_A_O_ORG_0238_336,Sengupta-Handa Hospital,Hospital,"309, Kohli Circle",Firozabad,CO,81602,US,2026-01-05T04:18:38,ORG_0238
CRM_B,CRM_B_O_ORG_0238_797,Sengupta-Handa Hosp,Hospital,"309, Kohli Circle",Firozabad,CO,81602,US,2025-11-16T14:42:57,ORG_0238
CRM_A,CRM_A_O_ORG_0239_319,Gaba-Krish Pharmacy,Pharmacy,"03/46
Hayre Ganj",Kottayam,WB,473236,IN,2026-01-05T02:12:14,ORG_0239
CRM_B,CRM_B_O_ORG_0239_634,Gaba-Krish Pharmacy,Pharmacy,"03/46
Hayre Ganj",Kottayam,WB,473236,IN,2025-12-16T01:43:06,ORG_0239
CRM_A,CRM_A_O_ORG_0240_546,Lalla-Dube Diagnostic Center,Diagnostic Center,"56
Ramaswamy Circle",Katihar,CA,11233,US,2025-10-29T19:26:48,ORG_0240
CRM_B,CRM_B_O_ORG_0240_761,Lalla-Dube Diagnostic Center,Diagnostic Center,"56
Ramaswamy Circle",Katihar,CA,11233,US,2025-12-27T06:45:19,ORG_0240
CRM_A,CRM_A_O_ORG_0241_106,Nath PLC Lab,Lab,"H.No. 058, Palla",Tinsukia,OH,41883,US,2025-12-25T19:43:04,ORG_0241
CRM_B,CRM_B_O_ORG_0241_706,Nath PLC Lab,Lab,"H.No. 058, Palla",Tinsukia,OH,41883,US,2025-12-19T05:06:07,ORG_0241
CRM_A,CRM_A_O_ORG_0242_588,Narang Group Hospital,Hospital,"H.No. 154
Nath Ganj",Panvel,NJ,70423,US,2025-12-02T16:20:29,ORG_0242
CRM_B,CRM_B_O_ORG_0242_296,Narang Group Hospital,Hospital,"H.No. 154
Nath Ganj",Panvel,NJ,70423,US,2025-11-05T10:50:42,ORG_0242
CRM_A,CRM_A_O_ORG_0243_913,Bawa Group Pharmacy,Pharmacy,"49/14
Venkatesh Circle",Sri Ganganagar,TN,957710,IN,2025-12-02T14:05:11,ORG_0243
CRM_B,CRM_B_O_ORG_0243_575,Bawa Group Pharmacy,Pharmacy,"49/14
Venkatesh Circle",Sri Ganganagar,TN,957710,IN,2025-11-02T07:29:33,ORG_0243
CRM_A,CRM_A_O_ORG_0244_563,"Comar, Merchant and Madan Diagnostic Center",Diagnostic Center,"19
Om",Bhubaneswar,NJ,63807,US,2026-01-17T06:53:12,ORG_0244
CRM_B,CRM_B_O_ORG_0244_124,"Comar, Merchant and Madan Diagnostic Center",Diagnostic Center,"19
Om",Bhubaneswar,NJ,63807,US,2025-12-28T23:56:30,ORG_0244
CRM_A,CRM_A_O_ORG_0245_362,Chander-Banik Hospital,Hospital,"56, Randhawa Street",Haldia,TX,37690,US,2025-10-18T13:35:02,ORG_0245
CRM_B,CRM_B_O_ORG_0245_212,Chander-Banik Hospital,Hospital,"56, Randhawa Street",Haldia,TX,37690,US,2026-01-05T08:13:38,ORG_0245
CRM_B,CRM_B_O_ORG_0245_265,Chander-Banik Hospital,Hospital,"56, Randhawa Street",Haldia,TX,37690,US,2025-10-14T10:43:22,ORG_0245
CRM_A,CRM_A_O_ORG_0246_764,"Pathak, Mannan and Murthy Diagnostic Center",Diagnostic Center,"637
Sandal Chowk",Karimnagar,VA,79520-3731,US,2025-10-16T19:47:31,ORG_0246
CRM_B,CRM_B_O_ORG_0246_718,"Pathak, Mannan and Murthy Diagnostic Center",Diagnostic Center,637 Sandal Chowk,Karimnagar,VA,79520-3731,US,2026-01-14T00:07:17,ORG_0246
CRM_A,CRM_A_O_ORG_0247_764,"Pandey, Bath and Ganguly Hospital",Hospital,"H.No. 42, Chaudry Ganj",Bokaro,CA,65839,US,2025-12-25T14:46:57,ORG_0247
CRM_B,CRM_B_O_ORG_0247_690,"Pandey, Bath and Ganguly Hospital",Hospital,H.No. 42 Chaudry Ganj,Bokaro,CA,65839,US,2025-11-08T10:40:48,ORG_0247
CRM_A,CRM_A_O_ORG_0248_351,Raj Group Clinic,Clinic,"49/18
Chatterjee Marg",Kharagpur,TN,220501,IN,2025-10-14T12:37:41,ORG_0248
CRM_B,CRM_B_O_ORG_0248_682,Raj Group Clinic,Clinic,"49/18
Chatterjee Marg",Kharagpur,TN,220501,IN,2025-11-01T06:44:08,ORG_0248
CRM_A,CRM_A_O_ORG_0249_530,Varughese and Sons Hospital,Hospital,"580
Jhaveri Path",Chandigarh,FL,41729,US,2025-11-25T04:28:20,ORG_0249
CRM_A,CRM_A_O_ORG_0249_736,Varughese and Sons Hospital,Hospital,"580
Jhaveri Path",Chandigarh,FL,41729,US,2026-02-04T06:57:23,ORG_0249
CRM_A,CRM_A_O_ORG_0250_437,"Patel, Butala and Iyengar Lab",Lab,"35/611, Agrawal Chowk",Shivpuri,WA,14801,US,2025-11-14T22:04:12,ORG_0250
CRM_A,CRM_A_O_ORG_0250_713,"Patel, Butala and Iyengar Lab",Lab,"35/611, Agrawal Chowk",Shivpuri,WA,14801,US,2025-12-07T21:43:11,ORG_0250
CRM_A,CRM_A_O_ORG_0251_885,"Mann, Soman and Guha Diagnostic Center",Diagnostic Center,"H.No. 79
Sehgal Ganj",Akola,KA,975344,IN,2025-12-04T15:21:26,ORG_0251
CRM_B,CRM_B_O_ORG_0251_321,"Mann, Soman and Guha Diagnostic Center",Diagnostic Center,H.No. 79 Sehgal Ganj,Akola,KA,975344,IN,2026-01-02T00:38:21,ORG_0251
CRM_A,CRM_A_O_ORG_0252_490,Choudhary Group Diagnostic Center,Diagnostic Center,"H.No. 968
Garde Street",Nagaon,OH,48778,US,2026-01-01T14:49:33,ORG_0252
CRM_B,CRM_B_O_ORG_0252_901,Choudhary Group Diagnostic Center,Diagnostic Center,H.No. 968 Garde Street,Nagaon,OH,48778,US,2025-11-21T22:29:28,ORG_0252
CRM_B,CRM_B_O_ORG_0252_111,Choudhary Group Diagnostic Ctr,Diagnostic Center,"H.No. 968
Garde Street",Nagaon,OH,48778,US,2025-11-28T13:57:12,ORG_0252
CRM_A,CRM_A_O_ORG_0253_619,"Om, Virk and Mahajan Lab",Lab,"H.No. 357, Aurora Road",Aizawl,MD,40725,US,2025-12-30T05:57:39,ORG_0253
CRM_A,CRM_A_O_ORG_0254_385,Mahal-Bala Hospital,Hospital,"972
Saini",Morbi,VA,46497,US,2026-01-14T22:58:24,ORG_0254
CRM_B,CRM_B_O_ORG_0254_907,Mahal-Bala Hospital,Hospital,"972
Saini",Morbi,VA,46497,US,2025-10-10T06:48:06,ORG_0254
CRM_A,CRM_A_O_ORG_0255_376,Reddy-Om Clinic,Clinic,"99
Rajan Nagar",Guna,TS,252567,IN,2025-11-04T08:02:41,ORG_0255
CRM_B,CRM_B_O_ORG_0255_690,Reddy-Om Clinic,Clinic,"99
Rajan Nagar",Guna,TS,252567,IN,2025-12-26T11:35:08,ORG_0255
CRM_A,CRM_A_O_ORG_0256_490,Mann LLC Lab,Lab,"H.No. 11, Barad Circle",Bhilwara,WB,210982,IN,2026-01-22T14:58:10,ORG_0256
CRM_B,CRM_B_O_ORG_0256_281,Mann LLC Lab,Lab,"H.No. 11, Barad Circle",Bhilwara,WB,210982,IN,2026-02-04T19:23:25,ORG_0256
CRM_A,CRM_A_O_ORG_0257_499,Munshi-Brahmbhatt Diagnostic Center,Diagnostic Center,"H.No. 15, Varkey Street",Patiala,IL,34150,US,2026-02-11T01:39:34,ORG_0257
CRM_B,CRM_B_O_ORG_0257_446,Munshi-Brahmbhatt Diagnostic Center,Diagnostic Center,"H.No. 15, Varkey Street",Patiala,IL,34150,US,2025-12-19T01:31:10,ORG_0257
CRM_A,CRM_A_O_ORG_0258_584,Krishnamurthy-Ahuja Lab,Lab,"17, Rai Nagar",Medininagar,AZ,65177,US,2025-12-14T08:42:18,ORG_0258
CRM_B,CRM_B_O_ORG_0258_658,Krishnamurthy-Ahuja Lab,Lab,"17, Rai Nagar",Medininagar,AZ,65177,US,2025-10-20T18:23:33,ORG_0258
CRM_A,CRM_A_O_ORG_0259_752,Modi LLC Clinic,Clinic,"375
Bahri Street",Karimnagar,KA,840995,IN,2025-11-15T15:11:57,ORG_0259
CRM_B,CRM_B_O_ORG_0259_589,Modi LLC Clinic,Clinic,"375
Bahri Street",Karimnagar,KA,840995,IN,2025-12-01T10:19:29,ORG_0259
CRM_A,CRM_A_O_ORG_0260_166,Chandran-Majumdar Diagnostic Center,Diagnostic Center,"16/415
Kari Chowk",Fatehpur,AK,84900,US,2025-12-21T15:39:08,ORG_0260
CRM_B,CRM_B_O_ORG_0260_340,Chandran-Majumdar Diagnostic Center,Diagnostic Center,"16/415
Kari Chowk",Fatehpur,AK,84900,US,2025-11-19T15:33:33,ORG_0260
CRM_A,CRM_A_O_ORG_0261_485,Vasa-Madan Clinic,Clinic,"91/341, Toor Chowk",Kanpur,MI,82726,US,2026-01-21T06:19:26,ORG_0261
CRM_A,CRM_A_O_ORG_0262_905,"Ahluwalia, Sur and Choudhry Pharmacy",Pharmacy,"14
Chaudry Path",Ballia,GA,16910,US,2025-11-20T05:41:00,ORG_0262
CRM_B,CRM_B_O_ORG_0262_278,"Ahluwalia, Sur and Choudhry Pharmacy",Pharmacy,"14
Chaudry Path",Ballia,GA,16910,US,2025-12-23T19:40:54,ORG_0262
CRM_A,CRM_A_O_ORG_0263_221,Chaudhary-Mammen Pharmacy,Pharmacy,"H.No. 83
Sur Circle",Yamunanagar,AL,78329,US,2025-11-10T12:07:31,ORG_0263
CRM_B,CRM_B_O_ORG_0263_719,Chaudhary-Mammen Pharmacy,Pharmacy,H.No. 83 Sur Circle,Yamunanagar,AL,78329,US,2025-12-18T15:41:49,ORG_0263
CRM_A,CRM_A_O_ORG_0264_105,"Bansal, Sibal and Gill Diagnostic Center",Diagnostic Center,"18
Warrior Nagar",New Delhi,MD,86958-8022,US,2025-12-01T20:01:59,ORG_0264
CRM_B,CRM_B_O_ORG_0264_742,"Bansal, Sibal and Gill Diagnostic Ctr",Diagnostic Center,"18
Warrior Nagar",New Delhi,MD,86958-8022,US,2026-02-04T01:43:54,ORG_0264
CRM_A,CRM_A_O_ORG_0265_740,"Venkataraman, Biswas and Raja Diagnostic Center",Diagnostic Center,"27/23
Balay Nagar",Pune,MA,27774,US,2025-11-19T14:51:37,ORG_0265
CRM_B,CRM_B_O_ORG_0265_690,"Venkataraman, Biswas and Raja Diagnostic Center",Diagnostic Center,"27/23
Balay Nagar",Pune,MA,27774,US,2025-11-01T14:33:47,ORG_0265
CRM_A,CRM_A_O_ORG_0266_510,Rajan-Majumdar Diagnostic Center,Diagnostic Center,"H.No. 03
Amble Nagar",Delhi,AK,33047,US,2025-10-29T16:08:39,ORG_0266
CRM_B,CRM_B_O_ORG_0266_215,Rajan-Majumdar Diagnostic Ctr,Diagnostic Center,H.No. 03 Amble Nagar,Delhi,AK,33047,US,2025-12-22T21:19:20,ORG_0266
CRM_B,CRM_B_O_ORG_0266_215,Rajan-Majumdar Diagnostic Center,Diagnostic Center,"H.No. 03
Amble Nagar",Delhi,AK,33047,US,2025-11-06T03:40:52,ORG_0266
CRM_A,CRM_A_O_ORG_0267_267,Parmar-Dash Clinic,Clinic,"18/73, Bera Ganj",Belgaum,NY,22182,US,2026-02-07T15:05:16,ORG_0267
CRM_B,CRM_B_O_ORG_0267_429,Parmar-Dash Clnc,Clinic,18/73 Bera Ganj,Belgaum,NY,22182,US,2025-10-16T01:04:51,ORG_0267
CRM_A,CRM_A_O_ORG_0268_246,Purohit-Khare Clinic,Clinic,"22, Taneja Ganj",Purnia,PA,91487,US,2025-11-01T12:44:00,ORG_0268
CRM_B,CRM_B_O_ORG_0268_395,Purohit-Khare Clnc,Clinic,"22, Taneja Ganj",Purnia,PA,91487,US,2025-10-17T01:27:33,ORG_0268
CRM_A,CRM_A_O_ORG_0269_203,"Naik, Bhargava and Lala Pharmacy",Pharmacy,"605, Bava",Madhyamgram,NJ,25862,US,2026-02-21T13:00:30,ORG_0269
CRM_B,CRM_B_O_ORG_0269_835,"Naik, Bhargava and Lala Pharmacy",Pharmacy,"605, Bava",Madhyamgram,NJ,25862,US,2025-11-29T06:57:06,ORG_0269
CRM_A,CRM_A_O_ORG_0269_998,"Naik, Bhargava and Lala Pharmacy",Pharmacy,"605, Bava",Madhyamgram,NJ,25862,US,2026-01-07T08:41:19,ORG_0269
CRM_A,CRM_A_O_ORG_0270_337,Parikh and Sons Hospital,Hospital,"265
Jha Road",Hapur,GA,33626,US,2025-10-07T08:56:58,ORG_0270
CRM_B,CRM_B_O_ORG_0270_137,Parikh and Sons Hospital,Hospital,"265
Jha Road",Hapur,GA,33626,US,2025-10-14T16:36:14,ORG_0270
CRM_B,CRM_B_O_ORG_0270_274,Parikh and Sons Hosp,Hospital,"265
Jha Road",Hapur,GA,33626,US,2026-01-21T05:28:15,ORG_0270
CRM_A,CRM_A_O_ORG_0271_518,Sidhu and Sons Lab,Lab,"H.No. 13
Saraf Path",Ulhasnagar,CT,90835,US,2026-01-06T15:55:46,ORG_0271
CRM_B,CRM_B_O_ORG_0271_167,Sidhu and Sons Lab,Lab,"H.No. 13
Saraf Path",Ulhasnagar,CT,90835,US,2025-11-02T03:54:49,ORG_0271
CRM_A,CRM_A_O_ORG_0272_415,Bhargava-Raghavan Hospital,Hospital,"09/897, Sibal Street",Hyderabad,GA,42195,US,2025-11-12T06:55:32,ORG_0272
CRM_B,CRM_B_O_ORG_0272_782,Bhargava-Raghavan Hosp,Hospital,"09/897, Sibal Street",Hyderabad,GA,42195,US,2025-10-23T18:17:36,ORG_0272
CRM_A,CRM_A_O_ORG_0273_322,"Murthy, Chakraborty and Kuruvilla Lab",Lab,"H.No. 641, Chakraborty Zila",Raebareli,GA,22339,US,2026-01-27T12:28:58,ORG_0273
CRM_B,CRM_B_O_ORG_0273_413,"Murthy, Chakraborty and Kuruvilla Lab",Lab,"H.No. 641, Chakraborty Zila",Raebareli,GA,22339,US,2025-10-23T05:54:24,ORG_0273
CRM_A,CRM_A_O_ORG_0273_591,"Murthy, Chakraborty and Kuruvilla Lab",Lab,"H.No. 641, Chakraborty Zila",Raebareli,GA,22339,US,2025-10-10T04:46:21,ORG_0273
CRM_A,CRM_A_O_ORG_0274_187,Saini-Mukherjee Lab,Lab,"25/426, Basak Nagar",Warangal,KA,404285,IN,2025-11-24T19:07:46,ORG_0274
CRM_B,CRM_B_O_ORG_0274_562,Saini-Mukherjee Lab,Lab,"25/426, Basak Nagar",Warangal,KA,404285,IN,2025-12-22T02:47:42,ORG_0274
CRM_A,CRM_A_O_ORG_0275_850,"Goswami, Ganesh and Gulati Diagnostic Center",Diagnostic Center,"579
Guha",Chapra,MA,45487,US,2025-10-31T02:07:55,ORG_0275
CRM_B,CRM_B_O_ORG_0275_732,"Goswami, Ganesh and Gulati Diagnostic Center",Diagnostic Center,"579
Guha",Chapra,MA,45487,US,2025-10-13T06:47:53,ORG_0275
CRM_A,CRM_A_O_ORG_0276_320,Pillai-Ganesh Lab,Lab,"H.No. 17, Sunder Road",Belgaum,AL,58215,US,2025-11-13T15:48:26,ORG_0276
CRM_B,CRM_B_O_ORG_0276_929,Pillai-Ganesh Lab,Lab,"H.No. 17, Sunder Road",Belgaum,AL,58215,US,2025-11-12T11:58:06,ORG_0276
CRM_A,CRM_A_O_ORG_0277_310,"Madan, Saxena and Shanker Pharmacy",Pharmacy,"55
Gaba Zila",Junagadh,WA,21909,US,2025-12-05T17:12:55,ORG_0277
CRM_B,CRM_B_O_ORG_0277_527,"Madan, Saxena and Shanker Pharmacy",Pharmacy,"55
Gaba Zila",Junagadh,WA,21909,US,2026-01-20T14:30:51,ORG_0277
CRM_A,CRM_A_O_ORG_0278_968,Wason and Sons Hospital,Hospital,"66
Setty Path",Bhagalpur,PA,64595,US,2025-12-16T00:56:05,ORG_0278
CRM_A,CRM_A_O_ORG_0278_636,Wason and Sons Hospital,Hospital,"66
Setty Path",Bhagalpur,PA,64595,US,2025-11-10T15:41:15,ORG_0278
CRM_A,CRM_A_O_ORG_0279_775,Aggarwal Inc Diagnostic Center,Diagnostic Center,"133, Tailor Circle",Bhagalpur,KA,398851,IN,2025-12-11T16:42:56,ORG_0279
CRM_A,CRM_A_O_ORG_0280_811,"Lala, Gokhale and Borah Diagnostic Center",Diagnostic Center,"H.No. 83
Mani Path",Malda,OH,18513,US,2025-12-03T19:01:05,ORG_0280
CRM_B,CRM_B_O_ORG_0280_599,"Lala, Gokhale and Borah Diagnostic Center",Diagnostic Center,"H.No. 83
Mani Path",Malda,OH,18513,US,2025-11-19T16:47:27,ORG_0280
